viewport20/226_len5_len2_bd_1.png/-144.45.png,viewport20/226_len5_len2_bd_1.png/-72.45.png,viewport20/226_len5_len2_bd_1.png/-90.0.png,viewport20/226_len5_len2_bd_1.png/0.0.png,viewport20/226_len5_len2_bd_1.png/144.-45.png,viewport20/226_len5_len2_bd_1.png/180.0.png,viewport20/226_len5_len2_bd_1.png/72.-45.png,viewport20/226_len5_len2_bd_1.png/90.0.png,3.5
viewport20/226_len5_len2_bd_2.png/-144.45.png,viewport20/226_len5_len2_bd_2.png/-72.45.png,viewport20/226_len5_len2_bd_2.png/-90.0.png,viewport20/226_len5_len2_bd_2.png/0.0.png,viewport20/226_len5_len2_bd_2.png/144.-45.png,viewport20/226_len5_len2_bd_2.png/180.0.png,viewport20/226_len5_len2_bd_2.png/72.-45.png,viewport20/226_len5_len2_bd_2.png/90.0.png,3
viewport20/226_len5_len2_bd_3.png/-144.45.png,viewport20/226_len5_len2_bd_3.png/-72.45.png,viewport20/226_len5_len2_bd_3.png/-90.0.png,viewport20/226_len5_len2_bd_3.png/0.0.png,viewport20/226_len5_len2_bd_3.png/144.-45.png,viewport20/226_len5_len2_bd_3.png/180.0.png,viewport20/226_len5_len2_bd_3.png/72.-45.png,viewport20/226_len5_len2_bd_3.png/90.0.png,1.8
viewport20/226_len5_len2_gb_1.png/-144.45.png,viewport20/226_len5_len2_gb_1.png/-72.45.png,viewport20/226_len5_len2_gb_1.png/-90.0.png,viewport20/226_len5_len2_gb_1.png/0.0.png,viewport20/226_len5_len2_gb_1.png/144.-45.png,viewport20/226_len5_len2_gb_1.png/180.0.png,viewport20/226_len5_len2_gb_1.png/72.-45.png,viewport20/226_len5_len2_gb_1.png/90.0.png,3.222222222
viewport20/226_len5_len2_gb_2.png/-144.45.png,viewport20/226_len5_len2_gb_2.png/-72.45.png,viewport20/226_len5_len2_gb_2.png/-90.0.png,viewport20/226_len5_len2_gb_2.png/0.0.png,viewport20/226_len5_len2_gb_2.png/144.-45.png,viewport20/226_len5_len2_gb_2.png/180.0.png,viewport20/226_len5_len2_gb_2.png/72.-45.png,viewport20/226_len5_len2_gb_2.png/90.0.png,2.1
viewport20/226_len5_len2_gb_3.png/-144.45.png,viewport20/226_len5_len2_gb_3.png/-72.45.png,viewport20/226_len5_len2_gb_3.png/-90.0.png,viewport20/226_len5_len2_gb_3.png/0.0.png,viewport20/226_len5_len2_gb_3.png/144.-45.png,viewport20/226_len5_len2_gb_3.png/180.0.png,viewport20/226_len5_len2_gb_3.png/72.-45.png,viewport20/226_len5_len2_gb_3.png/90.0.png,1.7
viewport20/226_len5_len2_gn_1.png/-144.45.png,viewport20/226_len5_len2_gn_1.png/-72.45.png,viewport20/226_len5_len2_gn_1.png/-90.0.png,viewport20/226_len5_len2_gn_1.png/0.0.png,viewport20/226_len5_len2_gn_1.png/144.-45.png,viewport20/226_len5_len2_gn_1.png/180.0.png,viewport20/226_len5_len2_gn_1.png/72.-45.png,viewport20/226_len5_len2_gn_1.png/90.0.png,3.888888889
viewport20/226_len5_len2_gn_2.png/-144.45.png,viewport20/226_len5_len2_gn_2.png/-72.45.png,viewport20/226_len5_len2_gn_2.png/-90.0.png,viewport20/226_len5_len2_gn_2.png/0.0.png,viewport20/226_len5_len2_gn_2.png/144.-45.png,viewport20/226_len5_len2_gn_2.png/180.0.png,viewport20/226_len5_len2_gn_2.png/72.-45.png,viewport20/226_len5_len2_gn_2.png/90.0.png,3
viewport20/226_len5_len2_gn_3.png/-144.45.png,viewport20/226_len5_len2_gn_3.png/-72.45.png,viewport20/226_len5_len2_gn_3.png/-90.0.png,viewport20/226_len5_len2_gn_3.png/0.0.png,viewport20/226_len5_len2_gn_3.png/144.-45.png,viewport20/226_len5_len2_gn_3.png/180.0.png,viewport20/226_len5_len2_gn_3.png/72.-45.png,viewport20/226_len5_len2_gn_3.png/90.0.png,2.4
viewport20/226_len5_len2_st_1.png/-144.45.png,viewport20/226_len5_len2_st_1.png/-72.45.png,viewport20/226_len5_len2_st_1.png/-90.0.png,viewport20/226_len5_len2_st_1.png/0.0.png,viewport20/226_len5_len2_st_1.png/144.-45.png,viewport20/226_len5_len2_st_1.png/180.0.png,viewport20/226_len5_len2_st_1.png/72.-45.png,viewport20/226_len5_len2_st_1.png/90.0.png,2.333333333
viewport20/226_len5_len2_st_2.png/-144.45.png,viewport20/226_len5_len2_st_2.png/-72.45.png,viewport20/226_len5_len2_st_2.png/-90.0.png,viewport20/226_len5_len2_st_2.png/0.0.png,viewport20/226_len5_len2_st_2.png/144.-45.png,viewport20/226_len5_len2_st_2.png/180.0.png,viewport20/226_len5_len2_st_2.png/72.-45.png,viewport20/226_len5_len2_st_2.png/90.0.png,2.25
viewport20/226_len5_len2_st_3.png/-144.45.png,viewport20/226_len5_len2_st_3.png/-72.45.png,viewport20/226_len5_len2_st_3.png/-90.0.png,viewport20/226_len5_len2_st_3.png/0.0.png,viewport20/226_len5_len2_st_3.png/144.-45.png,viewport20/226_len5_len2_st_3.png/180.0.png,viewport20/226_len5_len2_st_3.png/72.-45.png,viewport20/226_len5_len2_st_3.png/90.0.png,1.4
viewport20/226_len5_st_1.png/-144.45.png,viewport20/226_len5_st_1.png/-72.45.png,viewport20/226_len5_st_1.png/-90.0.png,viewport20/226_len5_st_1.png/0.0.png,viewport20/226_len5_st_1.png/144.-45.png,viewport20/226_len5_st_1.png/180.0.png,viewport20/226_len5_st_1.png/72.-45.png,viewport20/226_len5_st_1.png/90.0.png,2.75
viewport20/226_len5_st_2.png/-144.45.png,viewport20/226_len5_st_2.png/-72.45.png,viewport20/226_len5_st_2.png/-90.0.png,viewport20/226_len5_st_2.png/0.0.png,viewport20/226_len5_st_2.png/144.-45.png,viewport20/226_len5_st_2.png/180.0.png,viewport20/226_len5_st_2.png/72.-45.png,viewport20/226_len5_st_2.png/90.0.png,2.5
viewport20/226_len5_st_3.png/-144.45.png,viewport20/226_len5_st_3.png/-72.45.png,viewport20/226_len5_st_3.png/-90.0.png,viewport20/226_len5_st_3.png/0.0.png,viewport20/226_len5_st_3.png/144.-45.png,viewport20/226_len5_st_3.png/180.0.png,viewport20/226_len5_st_3.png/72.-45.png,viewport20/226_len5_st_3.png/90.0.png,2.2
viewport20/227_len2_bd_1.png/-144.45.png,viewport20/227_len2_bd_1.png/-72.45.png,viewport20/227_len2_bd_1.png/-90.0.png,viewport20/227_len2_bd_1.png/0.0.png,viewport20/227_len2_bd_1.png/144.-45.png,viewport20/227_len2_bd_1.png/180.0.png,viewport20/227_len2_bd_1.png/72.-45.png,viewport20/227_len2_bd_1.png/90.0.png,3.8
viewport20/227_len2_bd_2.png/-144.45.png,viewport20/227_len2_bd_2.png/-72.45.png,viewport20/227_len2_bd_2.png/-90.0.png,viewport20/227_len2_bd_2.png/0.0.png,viewport20/227_len2_bd_2.png/144.-45.png,viewport20/227_len2_bd_2.png/180.0.png,viewport20/227_len2_bd_2.png/72.-45.png,viewport20/227_len2_bd_2.png/90.0.png,2.2
viewport20/227_len2_bd_3.png/-144.45.png,viewport20/227_len2_bd_3.png/-72.45.png,viewport20/227_len2_bd_3.png/-90.0.png,viewport20/227_len2_bd_3.png/0.0.png,viewport20/227_len2_bd_3.png/144.-45.png,viewport20/227_len2_bd_3.png/180.0.png,viewport20/227_len2_bd_3.png/72.-45.png,viewport20/227_len2_bd_3.png/90.0.png,1.8
viewport20/227_len2_gb_1.png/-144.45.png,viewport20/227_len2_gb_1.png/-72.45.png,viewport20/227_len2_gb_1.png/-90.0.png,viewport20/227_len2_gb_1.png/0.0.png,viewport20/227_len2_gb_1.png/144.-45.png,viewport20/227_len2_gb_1.png/180.0.png,viewport20/227_len2_gb_1.png/72.-45.png,viewport20/227_len2_gb_1.png/90.0.png,3.888888889
viewport20/227_len2_gb_2.png/-144.45.png,viewport20/227_len2_gb_2.png/-72.45.png,viewport20/227_len2_gb_2.png/-90.0.png,viewport20/227_len2_gb_2.png/0.0.png,viewport20/227_len2_gb_2.png/144.-45.png,viewport20/227_len2_gb_2.png/180.0.png,viewport20/227_len2_gb_2.png/72.-45.png,viewport20/227_len2_gb_2.png/90.0.png,2
viewport20/227_len2_gb_3.png/-144.45.png,viewport20/227_len2_gb_3.png/-72.45.png,viewport20/227_len2_gb_3.png/-90.0.png,viewport20/227_len2_gb_3.png/0.0.png,viewport20/227_len2_gb_3.png/144.-45.png,viewport20/227_len2_gb_3.png/180.0.png,viewport20/227_len2_gb_3.png/72.-45.png,viewport20/227_len2_gb_3.png/90.0.png,2.7
viewport20/227_len2_gn_1.png/-144.45.png,viewport20/227_len2_gn_1.png/-72.45.png,viewport20/227_len2_gn_1.png/-90.0.png,viewport20/227_len2_gn_1.png/0.0.png,viewport20/227_len2_gn_1.png/144.-45.png,viewport20/227_len2_gn_1.png/180.0.png,viewport20/227_len2_gn_1.png/72.-45.png,viewport20/227_len2_gn_1.png/90.0.png,3.8
viewport20/227_len2_gn_2.png/-144.45.png,viewport20/227_len2_gn_2.png/-72.45.png,viewport20/227_len2_gn_2.png/-90.0.png,viewport20/227_len2_gn_2.png/0.0.png,viewport20/227_len2_gn_2.png/144.-45.png,viewport20/227_len2_gn_2.png/180.0.png,viewport20/227_len2_gn_2.png/72.-45.png,viewport20/227_len2_gn_2.png/90.0.png,3.222222222
viewport20/227_len2_gn_3.png/-144.45.png,viewport20/227_len2_gn_3.png/-72.45.png,viewport20/227_len2_gn_3.png/-90.0.png,viewport20/227_len2_gn_3.png/0.0.png,viewport20/227_len2_gn_3.png/144.-45.png,viewport20/227_len2_gn_3.png/180.0.png,viewport20/227_len2_gn_3.png/72.-45.png,viewport20/227_len2_gn_3.png/90.0.png,4.111111111
viewport20/227_len2_len5_bd_1.png/-144.45.png,viewport20/227_len2_len5_bd_1.png/-72.45.png,viewport20/227_len2_len5_bd_1.png/-90.0.png,viewport20/227_len2_len5_bd_1.png/0.0.png,viewport20/227_len2_len5_bd_1.png/144.-45.png,viewport20/227_len2_len5_bd_1.png/180.0.png,viewport20/227_len2_len5_bd_1.png/72.-45.png,viewport20/227_len2_len5_bd_1.png/90.0.png,3.555555556
viewport20/227_len2_len5_bd_2.png/-144.45.png,viewport20/227_len2_len5_bd_2.png/-72.45.png,viewport20/227_len2_len5_bd_2.png/-90.0.png,viewport20/227_len2_len5_bd_2.png/0.0.png,viewport20/227_len2_len5_bd_2.png/144.-45.png,viewport20/227_len2_len5_bd_2.png/180.0.png,viewport20/227_len2_len5_bd_2.png/72.-45.png,viewport20/227_len2_len5_bd_2.png/90.0.png,2.2
viewport20/227_len2_len5_bd_3.png/-144.45.png,viewport20/227_len2_len5_bd_3.png/-72.45.png,viewport20/227_len2_len5_bd_3.png/-90.0.png,viewport20/227_len2_len5_bd_3.png/0.0.png,viewport20/227_len2_len5_bd_3.png/144.-45.png,viewport20/227_len2_len5_bd_3.png/180.0.png,viewport20/227_len2_len5_bd_3.png/72.-45.png,viewport20/227_len2_len5_bd_3.png/90.0.png,1.2
viewport20/227_len2_len5_gb_1.png/-144.45.png,viewport20/227_len2_len5_gb_1.png/-72.45.png,viewport20/227_len2_len5_gb_1.png/-90.0.png,viewport20/227_len2_len5_gb_1.png/0.0.png,viewport20/227_len2_len5_gb_1.png/144.-45.png,viewport20/227_len2_len5_gb_1.png/180.0.png,viewport20/227_len2_len5_gb_1.png/72.-45.png,viewport20/227_len2_len5_gb_1.png/90.0.png,3.777777778
viewport20/227_len2_len5_gb_2.png/-144.45.png,viewport20/227_len2_len5_gb_2.png/-72.45.png,viewport20/227_len2_len5_gb_2.png/-90.0.png,viewport20/227_len2_len5_gb_2.png/0.0.png,viewport20/227_len2_len5_gb_2.png/144.-45.png,viewport20/227_len2_len5_gb_2.png/180.0.png,viewport20/227_len2_len5_gb_2.png/72.-45.png,viewport20/227_len2_len5_gb_2.png/90.0.png,2.2
viewport20/227_len2_len5_gb_3.png/-144.45.png,viewport20/227_len2_len5_gb_3.png/-72.45.png,viewport20/227_len2_len5_gb_3.png/-90.0.png,viewport20/227_len2_len5_gb_3.png/0.0.png,viewport20/227_len2_len5_gb_3.png/144.-45.png,viewport20/227_len2_len5_gb_3.png/180.0.png,viewport20/227_len2_len5_gb_3.png/72.-45.png,viewport20/227_len2_len5_gb_3.png/90.0.png,1.8
viewport20/227_len2_len5_gn_1.png/-144.45.png,viewport20/227_len2_len5_gn_1.png/-72.45.png,viewport20/227_len2_len5_gn_1.png/-90.0.png,viewport20/227_len2_len5_gn_1.png/0.0.png,viewport20/227_len2_len5_gn_1.png/144.-45.png,viewport20/227_len2_len5_gn_1.png/180.0.png,viewport20/227_len2_len5_gn_1.png/72.-45.png,viewport20/227_len2_len5_gn_1.png/90.0.png,3.8
viewport20/227_len2_len5_gn_2.png/-144.45.png,viewport20/227_len2_len5_gn_2.png/-72.45.png,viewport20/227_len2_len5_gn_2.png/-90.0.png,viewport20/227_len2_len5_gn_2.png/0.0.png,viewport20/227_len2_len5_gn_2.png/144.-45.png,viewport20/227_len2_len5_gn_2.png/180.0.png,viewport20/227_len2_len5_gn_2.png/72.-45.png,viewport20/227_len2_len5_gn_2.png/90.0.png,2.8
viewport20/227_len2_len5_gn_3.png/-144.45.png,viewport20/227_len2_len5_gn_3.png/-72.45.png,viewport20/227_len2_len5_gn_3.png/-90.0.png,viewport20/227_len2_len5_gn_3.png/0.0.png,viewport20/227_len2_len5_gn_3.png/144.-45.png,viewport20/227_len2_len5_gn_3.png/180.0.png,viewport20/227_len2_len5_gn_3.png/72.-45.png,viewport20/227_len2_len5_gn_3.png/90.0.png,2.6
viewport20/227_len2_len5_st_1.png/-144.45.png,viewport20/227_len2_len5_st_1.png/-72.45.png,viewport20/227_len2_len5_st_1.png/-90.0.png,viewport20/227_len2_len5_st_1.png/0.0.png,viewport20/227_len2_len5_st_1.png/144.-45.png,viewport20/227_len2_len5_st_1.png/180.0.png,viewport20/227_len2_len5_st_1.png/72.-45.png,viewport20/227_len2_len5_st_1.png/90.0.png,3.2
viewport20/227_len2_len5_st_2.png/-144.45.png,viewport20/227_len2_len5_st_2.png/-72.45.png,viewport20/227_len2_len5_st_2.png/-90.0.png,viewport20/227_len2_len5_st_2.png/0.0.png,viewport20/227_len2_len5_st_2.png/144.-45.png,viewport20/227_len2_len5_st_2.png/180.0.png,viewport20/227_len2_len5_st_2.png/72.-45.png,viewport20/227_len2_len5_st_2.png/90.0.png,2.7
viewport20/227_len2_len5_st_3.png/-144.45.png,viewport20/227_len2_len5_st_3.png/-72.45.png,viewport20/227_len2_len5_st_3.png/-90.0.png,viewport20/227_len2_len5_st_3.png/0.0.png,viewport20/227_len2_len5_st_3.png/144.-45.png,viewport20/227_len2_len5_st_3.png/180.0.png,viewport20/227_len2_len5_st_3.png/72.-45.png,viewport20/227_len2_len5_st_3.png/90.0.png,2.4
viewport20/227_len2_st_1.png/-144.45.png,viewport20/227_len2_st_1.png/-72.45.png,viewport20/227_len2_st_1.png/-90.0.png,viewport20/227_len2_st_1.png/0.0.png,viewport20/227_len2_st_1.png/144.-45.png,viewport20/227_len2_st_1.png/180.0.png,viewport20/227_len2_st_1.png/72.-45.png,viewport20/227_len2_st_1.png/90.0.png,3.4
viewport20/227_len2_st_2.png/-144.45.png,viewport20/227_len2_st_2.png/-72.45.png,viewport20/227_len2_st_2.png/-90.0.png,viewport20/227_len2_st_2.png/0.0.png,viewport20/227_len2_st_2.png/144.-45.png,viewport20/227_len2_st_2.png/180.0.png,viewport20/227_len2_st_2.png/72.-45.png,viewport20/227_len2_st_2.png/90.0.png,3.125
viewport20/227_len2_st_3.png/-144.45.png,viewport20/227_len2_st_3.png/-72.45.png,viewport20/227_len2_st_3.png/-90.0.png,viewport20/227_len2_st_3.png/0.0.png,viewport20/227_len2_st_3.png/144.-45.png,viewport20/227_len2_st_3.png/180.0.png,viewport20/227_len2_st_3.png/72.-45.png,viewport20/227_len2_st_3.png/90.0.png,2.4
viewport20/228_len5_bd_1.png/-144.45.png,viewport20/228_len5_bd_1.png/-72.45.png,viewport20/228_len5_bd_1.png/-90.0.png,viewport20/228_len5_bd_1.png/0.0.png,viewport20/228_len5_bd_1.png/144.-45.png,viewport20/228_len5_bd_1.png/180.0.png,viewport20/228_len5_bd_1.png/72.-45.png,viewport20/228_len5_bd_1.png/90.0.png,4
viewport20/228_len5_bd_2.png/-144.45.png,viewport20/228_len5_bd_2.png/-72.45.png,viewport20/228_len5_bd_2.png/-90.0.png,viewport20/228_len5_bd_2.png/0.0.png,viewport20/228_len5_bd_2.png/144.-45.png,viewport20/228_len5_bd_2.png/180.0.png,viewport20/228_len5_bd_2.png/72.-45.png,viewport20/228_len5_bd_2.png/90.0.png,3.375
viewport20/228_len5_bd_3.png/-144.45.png,viewport20/228_len5_bd_3.png/-72.45.png,viewport20/228_len5_bd_3.png/-90.0.png,viewport20/228_len5_bd_3.png/0.0.png,viewport20/228_len5_bd_3.png/144.-45.png,viewport20/228_len5_bd_3.png/180.0.png,viewport20/228_len5_bd_3.png/72.-45.png,viewport20/228_len5_bd_3.png/90.0.png,2.2
viewport20/228_len5_gb_1.png/-144.45.png,viewport20/228_len5_gb_1.png/-72.45.png,viewport20/228_len5_gb_1.png/-90.0.png,viewport20/228_len5_gb_1.png/0.0.png,viewport20/228_len5_gb_1.png/144.-45.png,viewport20/228_len5_gb_1.png/180.0.png,viewport20/228_len5_gb_1.png/72.-45.png,viewport20/228_len5_gb_1.png/90.0.png,3.222222222
viewport20/228_len5_gb_2.png/-144.45.png,viewport20/228_len5_gb_2.png/-72.45.png,viewport20/228_len5_gb_2.png/-90.0.png,viewport20/228_len5_gb_2.png/0.0.png,viewport20/228_len5_gb_2.png/144.-45.png,viewport20/228_len5_gb_2.png/180.0.png,viewport20/228_len5_gb_2.png/72.-45.png,viewport20/228_len5_gb_2.png/90.0.png,2.8
viewport20/228_len5_gb_3.png/-144.45.png,viewport20/228_len5_gb_3.png/-72.45.png,viewport20/228_len5_gb_3.png/-90.0.png,viewport20/228_len5_gb_3.png/0.0.png,viewport20/228_len5_gb_3.png/144.-45.png,viewport20/228_len5_gb_3.png/180.0.png,viewport20/228_len5_gb_3.png/72.-45.png,viewport20/228_len5_gb_3.png/90.0.png,2.2
viewport20/228_len5_gn_1.png/-144.45.png,viewport20/228_len5_gn_1.png/-72.45.png,viewport20/228_len5_gn_1.png/-90.0.png,viewport20/228_len5_gn_1.png/0.0.png,viewport20/228_len5_gn_1.png/144.-45.png,viewport20/228_len5_gn_1.png/180.0.png,viewport20/228_len5_gn_1.png/72.-45.png,viewport20/228_len5_gn_1.png/90.0.png,3.2
viewport20/228_len5_gn_2.png/-144.45.png,viewport20/228_len5_gn_2.png/-72.45.png,viewport20/228_len5_gn_2.png/-90.0.png,viewport20/228_len5_gn_2.png/0.0.png,viewport20/228_len5_gn_2.png/144.-45.png,viewport20/228_len5_gn_2.png/180.0.png,viewport20/228_len5_gn_2.png/72.-45.png,viewport20/228_len5_gn_2.png/90.0.png,3.555555556
viewport20/228_len5_gn_3.png/-144.45.png,viewport20/228_len5_gn_3.png/-72.45.png,viewport20/228_len5_gn_3.png/-90.0.png,viewport20/228_len5_gn_3.png/0.0.png,viewport20/228_len5_gn_3.png/144.-45.png,viewport20/228_len5_gn_3.png/180.0.png,viewport20/228_len5_gn_3.png/72.-45.png,viewport20/228_len5_gn_3.png/90.0.png,2.8
viewport20/228_len5_len2_bd_1.png/-144.45.png,viewport20/228_len5_len2_bd_1.png/-72.45.png,viewport20/228_len5_len2_bd_1.png/-90.0.png,viewport20/228_len5_len2_bd_1.png/0.0.png,viewport20/228_len5_len2_bd_1.png/144.-45.png,viewport20/228_len5_len2_bd_1.png/180.0.png,viewport20/228_len5_len2_bd_1.png/72.-45.png,viewport20/228_len5_len2_bd_1.png/90.0.png,2.5
viewport20/228_len5_len2_bd_2.png/-144.45.png,viewport20/228_len5_len2_bd_2.png/-72.45.png,viewport20/228_len5_len2_bd_2.png/-90.0.png,viewport20/228_len5_len2_bd_2.png/0.0.png,viewport20/228_len5_len2_bd_2.png/144.-45.png,viewport20/228_len5_len2_bd_2.png/180.0.png,viewport20/228_len5_len2_bd_2.png/72.-45.png,viewport20/228_len5_len2_bd_2.png/90.0.png,2.222222222
viewport20/228_len5_len2_bd_3.png/-144.45.png,viewport20/228_len5_len2_bd_3.png/-72.45.png,viewport20/228_len5_len2_bd_3.png/-90.0.png,viewport20/228_len5_len2_bd_3.png/0.0.png,viewport20/228_len5_len2_bd_3.png/144.-45.png,viewport20/228_len5_len2_bd_3.png/180.0.png,viewport20/228_len5_len2_bd_3.png/72.-45.png,viewport20/228_len5_len2_bd_3.png/90.0.png,1.7
viewport20/228_len5_len2_gb_1.png/-144.45.png,viewport20/228_len5_len2_gb_1.png/-72.45.png,viewport20/228_len5_len2_gb_1.png/-90.0.png,viewport20/228_len5_len2_gb_1.png/0.0.png,viewport20/228_len5_len2_gb_1.png/144.-45.png,viewport20/228_len5_len2_gb_1.png/180.0.png,viewport20/228_len5_len2_gb_1.png/72.-45.png,viewport20/228_len5_len2_gb_1.png/90.0.png,3
viewport20/228_len5_len2_gb_2.png/-144.45.png,viewport20/228_len5_len2_gb_2.png/-72.45.png,viewport20/228_len5_len2_gb_2.png/-90.0.png,viewport20/228_len5_len2_gb_2.png/0.0.png,viewport20/228_len5_len2_gb_2.png/144.-45.png,viewport20/228_len5_len2_gb_2.png/180.0.png,viewport20/228_len5_len2_gb_2.png/72.-45.png,viewport20/228_len5_len2_gb_2.png/90.0.png,2.5
viewport20/228_len5_len2_gb_3.png/-144.45.png,viewport20/228_len5_len2_gb_3.png/-72.45.png,viewport20/228_len5_len2_gb_3.png/-90.0.png,viewport20/228_len5_len2_gb_3.png/0.0.png,viewport20/228_len5_len2_gb_3.png/144.-45.png,viewport20/228_len5_len2_gb_3.png/180.0.png,viewport20/228_len5_len2_gb_3.png/72.-45.png,viewport20/228_len5_len2_gb_3.png/90.0.png,2.1
viewport20/228_len5_len2_gn_1.png/-144.45.png,viewport20/228_len5_len2_gn_1.png/-72.45.png,viewport20/228_len5_len2_gn_1.png/-90.0.png,viewport20/228_len5_len2_gn_1.png/0.0.png,viewport20/228_len5_len2_gn_1.png/144.-45.png,viewport20/228_len5_len2_gn_1.png/180.0.png,viewport20/228_len5_len2_gn_1.png/72.-45.png,viewport20/228_len5_len2_gn_1.png/90.0.png,3.5
viewport20/228_len5_len2_gn_2.png/-144.45.png,viewport20/228_len5_len2_gn_2.png/-72.45.png,viewport20/228_len5_len2_gn_2.png/-90.0.png,viewport20/228_len5_len2_gn_2.png/0.0.png,viewport20/228_len5_len2_gn_2.png/144.-45.png,viewport20/228_len5_len2_gn_2.png/180.0.png,viewport20/228_len5_len2_gn_2.png/72.-45.png,viewport20/228_len5_len2_gn_2.png/90.0.png,2.9
viewport20/228_len5_len2_gn_3.png/-144.45.png,viewport20/228_len5_len2_gn_3.png/-72.45.png,viewport20/228_len5_len2_gn_3.png/-90.0.png,viewport20/228_len5_len2_gn_3.png/0.0.png,viewport20/228_len5_len2_gn_3.png/144.-45.png,viewport20/228_len5_len2_gn_3.png/180.0.png,viewport20/228_len5_len2_gn_3.png/72.-45.png,viewport20/228_len5_len2_gn_3.png/90.0.png,1.8
viewport20/228_len5_len2_st_1.png/-144.45.png,viewport20/228_len5_len2_st_1.png/-72.45.png,viewport20/228_len5_len2_st_1.png/-90.0.png,viewport20/228_len5_len2_st_1.png/0.0.png,viewport20/228_len5_len2_st_1.png/144.-45.png,viewport20/228_len5_len2_st_1.png/180.0.png,viewport20/228_len5_len2_st_1.png/72.-45.png,viewport20/228_len5_len2_st_1.png/90.0.png,2.333333333
viewport20/228_len5_len2_st_2.png/-144.45.png,viewport20/228_len5_len2_st_2.png/-72.45.png,viewport20/228_len5_len2_st_2.png/-90.0.png,viewport20/228_len5_len2_st_2.png/0.0.png,viewport20/228_len5_len2_st_2.png/144.-45.png,viewport20/228_len5_len2_st_2.png/180.0.png,viewport20/228_len5_len2_st_2.png/72.-45.png,viewport20/228_len5_len2_st_2.png/90.0.png,2.375
viewport20/228_len5_len2_st_3.png/-144.45.png,viewport20/228_len5_len2_st_3.png/-72.45.png,viewport20/228_len5_len2_st_3.png/-90.0.png,viewport20/228_len5_len2_st_3.png/0.0.png,viewport20/228_len5_len2_st_3.png/144.-45.png,viewport20/228_len5_len2_st_3.png/180.0.png,viewport20/228_len5_len2_st_3.png/72.-45.png,viewport20/228_len5_len2_st_3.png/90.0.png,1.666666667
viewport20/228_len5_st_1.png/-144.45.png,viewport20/228_len5_st_1.png/-72.45.png,viewport20/228_len5_st_1.png/-90.0.png,viewport20/228_len5_st_1.png/0.0.png,viewport20/228_len5_st_1.png/144.-45.png,viewport20/228_len5_st_1.png/180.0.png,viewport20/228_len5_st_1.png/72.-45.png,viewport20/228_len5_st_1.png/90.0.png,2.6
viewport20/228_len5_st_2.png/-144.45.png,viewport20/228_len5_st_2.png/-72.45.png,viewport20/228_len5_st_2.png/-90.0.png,viewport20/228_len5_st_2.png/0.0.png,viewport20/228_len5_st_2.png/144.-45.png,viewport20/228_len5_st_2.png/180.0.png,viewport20/228_len5_st_2.png/72.-45.png,viewport20/228_len5_st_2.png/90.0.png,2.3
viewport20/228_len5_st_3.png/-144.45.png,viewport20/228_len5_st_3.png/-72.45.png,viewport20/228_len5_st_3.png/-90.0.png,viewport20/228_len5_st_3.png/0.0.png,viewport20/228_len5_st_3.png/144.-45.png,viewport20/228_len5_st_3.png/180.0.png,viewport20/228_len5_st_3.png/72.-45.png,viewport20/228_len5_st_3.png/90.0.png,2
viewport20/229_len1_bd_1.png/-144.45.png,viewport20/229_len1_bd_1.png/-72.45.png,viewport20/229_len1_bd_1.png/-90.0.png,viewport20/229_len1_bd_1.png/0.0.png,viewport20/229_len1_bd_1.png/144.-45.png,viewport20/229_len1_bd_1.png/180.0.png,viewport20/229_len1_bd_1.png/72.-45.png,viewport20/229_len1_bd_1.png/90.0.png,3.2
viewport20/229_len1_bd_2.png/-144.45.png,viewport20/229_len1_bd_2.png/-72.45.png,viewport20/229_len1_bd_2.png/-90.0.png,viewport20/229_len1_bd_2.png/0.0.png,viewport20/229_len1_bd_2.png/144.-45.png,viewport20/229_len1_bd_2.png/180.0.png,viewport20/229_len1_bd_2.png/72.-45.png,viewport20/229_len1_bd_2.png/90.0.png,3
viewport20/229_len1_bd_3.png/-144.45.png,viewport20/229_len1_bd_3.png/-72.45.png,viewport20/229_len1_bd_3.png/-90.0.png,viewport20/229_len1_bd_3.png/0.0.png,viewport20/229_len1_bd_3.png/144.-45.png,viewport20/229_len1_bd_3.png/180.0.png,viewport20/229_len1_bd_3.png/72.-45.png,viewport20/229_len1_bd_3.png/90.0.png,2.777777778
viewport20/229_len1_gb_1.png/-144.45.png,viewport20/229_len1_gb_1.png/-72.45.png,viewport20/229_len1_gb_1.png/-90.0.png,viewport20/229_len1_gb_1.png/0.0.png,viewport20/229_len1_gb_1.png/144.-45.png,viewport20/229_len1_gb_1.png/180.0.png,viewport20/229_len1_gb_1.png/72.-45.png,viewport20/229_len1_gb_1.png/90.0.png,3.8
viewport20/229_len1_gb_2.png/-144.45.png,viewport20/229_len1_gb_2.png/-72.45.png,viewport20/229_len1_gb_2.png/-90.0.png,viewport20/229_len1_gb_2.png/0.0.png,viewport20/229_len1_gb_2.png/144.-45.png,viewport20/229_len1_gb_2.png/180.0.png,viewport20/229_len1_gb_2.png/72.-45.png,viewport20/229_len1_gb_2.png/90.0.png,2.8
